# RA = 11 04 27.31 (166.1138)
# Dec = +38 12 31.79 (38.20883)
# Redshift = 0.0
# nH = 1.92E20 cm^-2 
# BeppoSAX Spectra (Giommi et al. 2002) (id = 40)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
6.2890E14     0.0000E00    6.8689E-11   1.4289E-13 0.0   0.0
4.8150E14     0.0000E00    1.0154E-10   5.6614E-13 0.0   0.0
3.9370E14     0.0000E00    1.0798E-10   5.2580E-13 0.0   0.0
3.2860E14     0.0000E00    1.1632E-10   2.8926E-13 0.0   0.0
8.4510E14     0.0000E00    3.4472E-13   8.5739E-14 0.0   0.0
6.2890E14     0.0000E00    6.0991E-12   3.0326E-14 0.0   0.0
4.8150E14     0.0000E00    4.3543E-12   5.7168E-14 0.0   0.0
3.9370E14     0.0000E00    5.6584E-12   7.0495E-14 0.0   0.0
3.2860E14     0.0000E00    3.4833E-12   4.1647E-14 0.0   0.0
# SDSS13 (id = 5)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
8.4510E14     0.0000E00    4.3666E-11   1.9054E-13 0.0   0.0
6.2890E14     0.0000E00    8.2883E-11   1.6197E-13 0.0   0.0
4.8150E14     0.0000E00    1.0204E-10   6.4486E-13 0.0   0.0
3.9370E14     0.0000E00    5.0875E-11   4.4948E-13 0.0   0.0
3.2860E14     0.0000E00    1.1352E-10   2.7675E-13 0.0   0.0
# 2MASS (id = 4)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
2.4290E14     0.0000E00    6.1074E-11   2.0009E-12 0.0   0.0
1.8050E14     0.0000E00    4.3500E-11   2.3447E-12 0.0   0.0
1.3900E14     0.0000E00    3.8306E-11   1.4010E-12 0.0   0.0
# VizieR photometry (id = 3)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.3860E14     0.0000E00    3.8655E-11   1.3855E-12 0.0   0.0
1.8180E14     0.0000E00    4.4892E-11   2.5445E-12 0.0   0.0
2.4200E14     0.0000E00    6.0248E-11   2.1776E-12 0.0   0.0
4.4550E14     0.0000E00    1.4255E-10   0.0000E00 0.0   0.0
1.8180E14     0.0000E00    4.4892E-11   0.0000E00 0.0   0.0
2.4200E14     0.0000E00    6.0248E-11   0.0000E00 0.0   0.0
4.4550E14     0.0000E00    1.4255E-10   0.0000E00 0.0   0.0
5.4140E14     0.0000E00    1.4943E-10   0.0000E00 0.0   0.0
1.3570E13     0.0000E00    9.7440E-12   2.3071E-13 0.0   0.0
2.5930E13     0.0000E00    1.1878E-11   1.8154E-13 0.0   0.0
6.5170E13     0.0000E00    3.4737E-11   6.5172E-13 0.0   0.0
8.9490E13     0.0000E00    4.7251E-11   9.8439E-13 0.0   0.0
1.3860E14     0.0000E00    3.8655E-11   1.3855E-12 0.0   0.0
1.8180E14     0.0000E00    4.4892E-11   2.3628E-12 0.0   0.0
2.4200E14     0.0000E00    6.0248E-11   1.9357E-12 0.0   0.0
1.1530E15     0.0000E00    1.1438E-10   0.0000E00 0.0   0.0
1.1530E15     0.0000E00    1.2798E-10   0.0000E00 0.0   0.0
1.3350E15     0.0000E00    1.4816E-10   0.0000E00 0.0   0.0
1.1530E15     0.0000E00    1.0492E-10   0.0000E00 0.0   0.0
1.1530E15     0.0000E00    1.5566E-10   0.0000E00 0.0   0.0
1.1530E15     0.0000E00    1.8448E-10   0.0000E00 0.0   0.0
3.3240E14     0.0000E00    6.0172E-11   1.3298E-12 0.0   0.0
3.9270E14     0.0000E00    9.6202E-11   3.9266E-13 0.0   0.0
4.7990E14     0.0000E00    4.8470E-11   9.5980E-13 0.0   0.0
6.2200E14     0.0000E00    8.1479E-11   1.8659E-12 0.0   0.0
8.5190E14     0.0000E00    8.1444E-11   1.5335E-12 0.0   0.0
8.4000E09     0.0000E00    5.3088E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    3.4600E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    3.2650E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    3.0250E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    2.9150E-14   0.0000E00 0.0   0.0
8.0000E09     0.0000E00    3.0400E-14   0.0000E00 0.0   0.0
8.0000E09     0.0000E00    5.0560E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    7.2600E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    6.6750E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    1.6500E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    6.6000E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    4.9500E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    1.3100E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    2.9000E-14   0.0000E00 0.0   0.0
4.3000E10     0.0000E00    1.2040E-13   3.0100E-14 0.0   0.0
4.8000E09     0.0000E00    3.4704E-14   0.0000E00 0.0   0.0
8.4000E09     0.0000E00    5.3088E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    6.6900E-14   3.0000E-16 0.0   0.0
1.3690E14     0.0000E00    8.9389E-11   0.0000E00 0.0   0.0
5.4140E14     0.0000E00    1.2561E-10   0.0000E00 0.0   0.0
6.7490E14     0.0000E00    1.1473E-10   0.0000E00 0.0   0.0
1.3690E14     0.0000E00    8.9389E-11   0.0000E00 0.0   0.0
5.4140E14     0.0000E00    1.2561E-10   0.0000E00 0.0   0.0
6.7490E14     0.0000E00    7.1539E-11   0.0000E00 0.0   0.0
1.5000E09     0.0000E00    9.0000E-15   0.0000E00 0.0   0.0
3.0000E09     0.0000E00    1.2600E-14   0.0000E00 0.0   0.0
6.0000E09     0.0000E00    3.6000E-14   0.0000E00 0.0   0.0
1.3690E14     0.0000E00    3.6960E-11   0.0000E00 0.0   0.0
2.3980E14     0.0000E00    6.1157E-11   0.0000E00 0.0   0.0
1.1000E09     0.0000E00    1.1110E-14   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    1.2292E-14   4.0600E-16 0.0   0.0
2.3000E09     0.0000E00    6.6700E-15   0.0000E00 0.0   0.0
2.3000E09     0.0000E00    7.1300E-15   0.0000E00 0.0   0.0
2.3000E09     0.0000E00    1.0120E-14   0.0000E00 0.0   0.0
2.3000E09     0.0000E00    7.5900E-15   0.0000E00 0.0   0.0
8.6000E09     0.0000E00    2.4940E-14   0.0000E00 0.0   0.0
8.6000E09     0.0000E00    2.5800E-14   0.0000E00 0.0   0.0
8.6000E09     0.0000E00    3.5260E-14   0.0000E00 0.0   0.0
8.6000E09     0.0000E00    2.6660E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    3.1950E-14   0.0000E00 0.0   0.0
1.5000E09     0.0000E00    9.0000E-15   0.0000E00 0.0   0.0
3.0000E09     0.0000E00    1.2660E-14   0.0000E00 0.0   0.0
6.0000E09     0.0000E00    3.6000E-14   0.0000E00 0.0   0.0
1.2000E10     0.0000E00    4.4880E-14   0.0000E00 0.0   0.0
1.3690E14     0.0000E00    3.6960E-11   0.0000E00 0.0   0.0
2.3980E14     0.0000E00    6.0917E-11   0.0000E00 0.0   0.0
1.5000E09     0.0000E00    9.0000E-15   0.0000E00 0.0   0.0
3.0000E09     0.0000E00    1.2660E-14   0.0000E00 0.0   0.0
6.0000E09     0.0000E00    3.6000E-14   0.0000E00 0.0   0.0
1.2000E10     0.0000E00    4.4880E-14   0.0000E00 0.0   0.0
1.3690E14     0.0000E00    3.6960E-11   0.0000E00 0.0   0.0
2.3980E14     0.0000E00    6.0917E-11   0.0000E00 0.0   0.0
4.4550E14     0.0000E00    1.4255E-10   0.0000E00 0.0   0.0
8.4000E09     0.0000E00    3.2004E-14   0.0000E00 0.0   0.0
1.5000E09     0.0000E00    9.0000E-15   0.0000E00 0.0   0.0
3.0000E09     0.0000E00    1.2660E-14   0.0000E00 0.0   0.0
6.0000E09     0.0000E00    3.6000E-14   0.0000E00 0.0   0.0
1.2000E10     0.0000E00    4.4880E-14   0.0000E00 0.0   0.0
1.3690E14     0.0000E00    3.6960E-11   0.0000E00 0.0   0.0
2.3980E14     0.0000E00    6.0917E-11   0.0000E00 0.0   0.0
4.4550E14     0.0000E00    1.4255E-10   0.0000E00 0.0   0.0
4.4550E14     0.0000E00    1.6393E-10   0.0000E00 0.0   0.0
4.4550E14     0.0000E00    9.0874E-11   0.0000E00 0.0   0.0
4.4550E14     0.0000E00    1.0067E-10   0.0000E00 0.0   0.0
8.6000E10     0.0000E00    4.9880E-13   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    9.3600E-14   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    9.3600E-14   0.0000E00 0.0   0.0
3.1240E14     0.0000E00    6.5916E-11   0.0000E00 0.0   0.0
3.4650E14     0.0000E00    7.5191E-11   0.0000E00 0.0   0.0
4.0080E14     0.0000E00    9.8998E-11   0.0000E00 0.0   0.0
4.8940E14     0.0000E00    1.3703E-10   0.0000E00 0.0   0.0
6.2820E14     0.0000E00    1.6082E-10   0.0000E00 0.0   0.0
1.5100E08     0.0000E00    2.2197E-15   0.0000E00 0.0   0.0
1.5100E08     0.0000E00    1.8120E-15   0.0000E00 0.0   0.0
2.4980E13     0.0000E00    2.2485E-11   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    6.8250E-14   3.0000E-16 0.0   0.0
2.3000E09     0.0000E00    1.5640E-14   7.8200E-16 0.0   0.0
4.8000E09     0.0000E00    2.5440E-14   9.1200E-16 0.0   0.0
7.7000E09     0.0000E00    3.6960E-14   1.4630E-15 0.0   0.0
1.1200E10     0.0000E00    4.5920E-14   1.4560E-15 0.0   0.0
2.1700E10     0.0000E00    6.2930E-14   2.1700E-15 0.0   0.0
1.4000E09     0.0000E00    2.5340E-15   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    7.2800E-15   0.0000E00 0.0   0.0
5.4140E14     0.0000E00    1.5701E-10   0.0000E00 0.0   0.0
6.7490E14     0.0000E00    1.5523E-10   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    3.6000E-14   0.0000E00 0.0   0.0
4.8000E09     0.0000E00    2.7984E-14   9.6000E-16 0.0   0.0
# NED (id = 2)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
3.7500E16     0.0000E00    1.7800E-10   0.0000E00 0.0   0.0
2.9100E15     0.0000E00    9.9000E-11   0.0000E00 0.0   0.0
2.9100E15     0.0000E00    9.9200E-11   0.0000E00 0.0   0.0
2.4700E15     0.0000E00    1.2700E-14   0.0000E00 0.0   0.0
8.3600E14     0.0000E00    8.1400E-11   0.0000E00 0.0   0.0
8.1900E14     0.0000E00    1.1200E-10   0.0000E00 0.0   0.0
8.1900E14     0.0000E00    6.4100E-11   0.0000E00 0.0   0.0
8.1900E14     0.0000E00    6.4100E-11   0.0000E00 0.0   0.0
8.1900E14     0.0000E00    1.3900E-10   0.0000E00 0.0   0.0
7.0200E14     0.0000E00    1.4700E-10   0.0000E00 0.0   0.0
7.0000E14     0.0000E00    3.2100E-11   0.0000E00 0.0   0.0
7.0000E14     0.0000E00    3.2100E-11   0.0000E00 0.0   0.0
6.8100E14     0.0000E00    1.6700E-10   0.0000E00 0.0   0.0
6.8100E14     0.0000E00    1.4400E-10   0.0000E00 0.0   0.0
6.8100E14     0.0000E00    1.3400E-10   0.0000E00 0.0   0.0
6.8100E14     0.0000E00    1.1500E-10   0.0000E00 0.0   0.0
6.8100E14     0.0000E00    1.3900E-10   0.0000E00 0.0   0.0
6.8100E14     0.0000E00    1.6200E-10   0.0000E00 0.0   0.0
6.4100E14     0.0000E00    1.3300E-10   0.0000E00 0.0   0.0
6.1700E14     0.0000E00    7.9900E-11   0.0000E00 0.0   0.0
5.4800E14     0.0000E00    1.4200E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.2700E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.2500E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.0500E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    9.8000E-11   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    8.1300E-11   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    8.6700E-11   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.0700E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    8.8500E-11   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.0200E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    9.1000E-11   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    8.8500E-11   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    7.4800E-11   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    9.0200E-11   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    7.2300E-11   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.4000E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.3600E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.2900E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.3400E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.6600E-10   0.0000E00 0.0   0.0
5.4200E14     0.0000E00    1.5200E-10   0.0000E00 0.0   0.0
4.7700E14     0.0000E00    4.7500E-11   0.0000E00 0.0   0.0
4.6800E14     0.0000E00    1.2600E-10   0.0000E00 0.0   0.0
4.6800E14     0.0000E00    8.6100E-11   0.0000E00 0.0   0.0
4.6800E14     0.0000E00    1.4400E-10   0.0000E00 0.0   0.0
4.6800E14     0.0000E00    1.3700E-10   0.0000E00 0.0   0.0
4.6800E14     0.0000E00    7.7000E-11   0.0000E00 0.0   0.0
4.6800E14     0.0000E00    6.8400E-09   0.0000E00 0.0   0.0
4.6100E14     0.0000E00    1.9700E-11   0.0000E00 0.0   0.0
4.3700E14     0.0000E00    3.9500E-11   0.0000E00 0.0   0.0
4.3700E14     0.0000E00    6.2100E-11   0.0000E00 0.0   0.0
4.3500E14     0.0000E00    1.4800E-10   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    1.1600E-10   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    1.0200E-10   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    9.4200E-11   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    8.5700E-11   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    1.3300E-10   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    1.3100E-10   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    1.2100E-10   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    9.3700E-11   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    9.7200E-11   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    9.8100E-11   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    1.0900E-10   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    9.2900E-11   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    7.8700E-11   0.0000E00 0.0   0.0
4.2800E14     0.0000E00    1.6400E-10   0.0000E00 0.0   0.0
3.8900E14     0.0000E00    9.5000E-11   0.0000E00 0.0   0.0
3.7900E14     0.0000E00    1.4100E-10   0.0000E00 0.0   0.0
3.3300E14     0.0000E00    9.9300E-11   0.0000E00 0.0   0.0
3.3300E14     0.0000E00    1.3600E-10   0.0000E00 0.0   0.0
3.3300E14     0.0000E00    1.0400E-10   0.0000E00 0.0   0.0
3.3300E14     0.0000E00    1.3500E-10   0.0000E00 0.0   0.0
3.3300E14     0.0000E00    9.2200E-11   0.0000E00 0.0   0.0
3.3300E14     0.0000E00    1.3800E-10   0.0000E00 0.0   0.0
3.3300E14     0.0000E00    1.7100E-10   0.0000E00 0.0   0.0
3.3300E14     0.0000E00    9.6600E-11   0.0000E00 0.0   0.0
3.2500E14     0.0000E00    5.7500E-11   0.0000E00 0.0   0.0
2.4300E14     0.0000E00    6.5700E-11   0.0000E00 0.0   0.0
2.4300E14     0.0000E00    6.1100E-11   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    1.4000E-10   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    8.3300E-11   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    1.2600E-10   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    1.0400E-10   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    6.1400E-11   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    1.2300E-10   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    1.0800E-10   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    1.0200E-10   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    1.0300E-10   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    1.1300E-10   0.0000E00 0.0   0.0
2.4000E14     0.0000E00    1.9800E-10   0.0000E00 0.0   0.0
2.3800E14     0.0000E00    8.0200E-11   0.0000E00 0.0   0.0
2.3800E14     0.0000E00    1.6600E-10   0.0000E00 0.0   0.0
1.8700E14     0.0000E00    1.1500E-10   0.0000E00 0.0   0.0
1.8700E14     0.0000E00    1.5600E-10   0.0000E00 0.0   0.0
1.8400E14     0.0000E00    1.6100E-12   0.0000E00 0.0   0.0
1.8400E14     0.0000E00    1.6100E-12   0.0000E00 0.0   0.0
1.8400E14     0.0000E00    5.7200E-11   0.0000E00 0.0   0.0
1.8400E14     0.0000E00    9.3800E-11   0.0000E00 0.0   0.0
1.8200E14     0.0000E00    1.3000E-10   0.0000E00 0.0   0.0
1.8200E14     0.0000E00    1.1700E-10   0.0000E00 0.0   0.0
1.8200E14     0.0000E00    7.5900E-11   0.0000E00 0.0   0.0
1.8200E14     0.0000E00    9.0200E-11   0.0000E00 0.0   0.0
1.8200E14     0.0000E00    1.1100E-10   0.0000E00 0.0   0.0
1.8200E14     0.0000E00    1.3100E-10   0.0000E00 0.0   0.0
1.8200E14     0.0000E00    1.8100E-10   0.0000E00 0.0   0.0
1.8200E14     0.0000E00    9.2700E-11   0.0000E00 0.0   0.0
1.8200E14     0.0000E00    1.0900E-10   0.0000E00 0.0   0.0
1.8000E14     0.0000E00    5.8600E-11   0.0000E00 0.0   0.0
1.8000E14     0.0000E00    4.3500E-11   0.0000E00 0.0   0.0
1.3900E14     0.0000E00    3.8300E-11   0.0000E00 0.0   0.0
1.3900E14     0.0000E00    4.5700E-11   0.0000E00 0.0   0.0
1.3800E14     0.0000E00    9.2400E-11   0.0000E00 0.0   0.0
1.3800E14     0.0000E00    8.4100E-11   0.0000E00 0.0   0.0
1.3800E14     0.0000E00    5.7000E-11   0.0000E00 0.0   0.0
1.3600E14     0.0000E00    8.3700E-11   0.0000E00 0.0   0.0
1.3600E14     0.0000E00    8.6900E-11   0.0000E00 0.0   0.0
1.3600E14     0.0000E00    8.7200E-11   0.0000E00 0.0   0.0
1.3600E14     0.0000E00    1.3400E-10   0.0000E00 0.0   0.0
1.3600E14     0.0000E00    4.6900E-11   0.0000E00 0.0   0.0
1.3500E14     0.0000E00    7.6300E-11   0.0000E00 0.0   0.0
1.3500E14     0.0000E00    1.1300E-10   0.0000E00 0.0   0.0
1.3500E14     0.0000E00    6.3500E-11   0.0000E00 0.0   0.0
1.3500E14     0.0000E00    4.9000E-11   0.0000E00 0.0   0.0
1.3500E14     0.0000E00    4.2300E-11   0.0000E00 0.0   0.0
1.3500E14     0.0000E00    1.7600E-11   0.0000E00 0.0   0.0
1.3100E14     0.0000E00    5.7800E-11   0.0000E00 0.0   0.0
1.3100E14     0.0000E00    5.7900E-11   0.0000E00 0.0   0.0
1.3100E14     0.0000E00    6.2200E-11   0.0000E00 0.0   0.0
1.3100E14     0.0000E00    6.3400E-11   0.0000E00 0.0   0.0
1.3100E14     0.0000E00    7.2100E-11   0.0000E00 0.0   0.0
8.9400E13     0.0000E00    4.7700E-11   0.0000E00 0.0   0.0
8.9400E13     0.0000E00    4.8100E-11   0.0000E00 0.0   0.0
8.9400E13     0.0000E00    5.4800E-11   0.0000E00 0.0   0.0
8.6900E13     0.0000E00    4.1700E-11   0.0000E00 0.0   0.0
8.5700E13     0.0000E00    3.6600E-11   0.0000E00 0.0   0.0
8.5700E13     0.0000E00    4.4900E-11   0.0000E00 0.0   0.0
8.5700E13     0.0000E00    4.2000E-11   0.0000E00 0.0   0.0
8.5700E13     0.0000E00    3.9400E-11   0.0000E00 0.0   0.0
8.5700E13     0.0000E00    3.9800E-11   0.0000E00 0.0   0.0
8.4700E13     0.0000E00    6.7200E-11   0.0000E00 0.0   0.0
8.4700E13     0.0000E00    4.4000E-11   0.0000E00 0.0   0.0
6.5100E13     0.0000E00    3.4900E-11   0.0000E00 0.0   0.0
6.5100E13     0.0000E00    3.4200E-11   0.0000E00 0.0   0.0
6.5100E13     0.0000E00    3.6500E-11   0.0000E00 0.0   0.0
2.9700E13     0.0000E00    3.2100E-11   0.0000E00 0.0   0.0
2.9700E13     0.0000E00    9.8000E-12   0.0000E00 0.0   0.0
2.8600E13     0.0000E00    7.7100E-12   0.0000E00 0.0   0.0
2.8300E13     0.0000E00    2.7400E-11   0.0000E00 0.0   0.0
2.5900E13     0.0000E00    1.3000E-11   0.0000E00 0.0   0.0
2.5900E13     0.0000E00    1.2900E-11   0.0000E00 0.0   0.0
2.5900E13     0.0000E00    1.1300E-11   0.0000E00 0.0   0.0
2.5000E13     0.0000E00    2.2500E-11   0.0000E00 0.0   0.0
1.3600E13     0.0000E00    9.8200E-12   0.0000E00 0.0   0.0
1.3600E13     0.0000E00    9.8900E-12   0.0000E00 0.0   0.0
1.3600E13     0.0000E00    7.5500E-12   0.0000E00 0.0   0.0
1.2700E13     0.0000E00    9.5400E-12   0.0000E00 0.0   0.0
1.2700E13     0.0000E00    9.2400E-12   0.0000E00 0.0   0.0
1.2000E13     0.0000E00    1.1400E-11   0.0000E00 0.0   0.0
5.0000E12     0.0000E00    9.0400E-12   0.0000E00 0.0   0.0
3.0000E12     0.0000E00    1.0800E-11   0.0000E00 0.0   0.0
2.7000E12     0.0000E00    1.9700E-11   0.0000E00 0.0   0.0
3.7500E11     0.0000E00    7.8800E-13   0.0000E00 0.0   0.0
3.0000E11     0.0000E00    4.9500E-16   0.0000E00 0.0   0.0
3.0000E11     0.0000E00    1.8000E-12   0.0000E00 0.0   0.0
2.7000E11     0.0000E00    8.3700E-13   0.0000E00 0.0   0.0
2.3000E11     0.0000E00    6.2100E-13   0.0000E00 0.0   0.0
2.2600E11     0.0000E00    1.3600E-12   0.0000E00 0.0   0.0
9.9900E10     0.0000E00    3.6000E-13   0.0000E00 0.0   0.0
9.3000E10     0.0000E00    2.6000E-13   0.0000E00 0.0   0.0
9.0000E10     0.0000E00    4.8600E-13   0.0000E00 0.0   0.0
8.6000E10     0.0000E00    4.9900E-13   0.0000E00 0.0   0.0
4.3200E10     0.0000E00    7.2100E-14   0.0000E00 0.0   0.0
4.3000E10     0.0000E00    8.7200E-14   0.0000E00 0.0   0.0
4.3000E10     0.0000E00    1.7600E-13   0.0000E00 0.0   0.0
4.3000E10     0.0000E00    1.3200E-13   0.0000E00 0.0   0.0
4.3000E10     0.0000E00    1.4900E-13   0.0000E00 0.0   0.0
4.3000E10     0.0000E00    9.7600E-14   0.0000E00 0.0   0.0
4.3000E10     0.0000E00    1.2500E-13   0.0000E00 0.0   0.0
4.3000E10     0.0000E00    9.2900E-14   0.0000E00 0.0   0.0
4.3000E10     0.0000E00    1.2000E-13   0.0000E00 0.0   0.0
4.3000E10     0.0000E00    7.5700E-14   0.0000E00 0.0   0.0
4.3000E10     0.0000E00    1.0600E-13   0.0000E00 0.0   0.0
4.3000E10     0.0000E00    8.4200E-14   0.0000E00 0.0   0.0
4.3000E10     0.0000E00    1.0100E-13   0.0000E00 0.0   0.0
3.7000E10     0.0000E00    1.8500E-13   0.0000E00 0.0   0.0
3.7000E10     0.0000E00    1.2800E-13   0.0000E00 0.0   0.0
3.0000E10     0.0000E00    1.1800E-13   0.0000E00 0.0   0.0
2.5000E10     0.0000E00    9.9000E-15   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    6.8400E-14   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    7.3000E-14   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    7.6500E-14   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    9.7700E-15   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    1.0600E-14   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    1.0100E-13   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    6.1900E-15   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    1.0400E-14   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    6.2300E-14   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    6.2100E-14   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    5.2700E-14   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    1.0800E-14   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    1.0100E-14   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    6.2300E-14   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    5.1700E-14   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    7.8900E-14   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    8.1800E-15   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    8.9500E-15   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    1.1400E-14   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    8.7500E-14   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    9.3400E-15   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    8.4700E-15   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    7.2300E-14   0.0000E00 0.0   0.0
2.4000E10     0.0000E00    9.3600E-14   0.0000E00 0.0   0.0
2.3100E10     0.0000E00    1.1400E-13   0.0000E00 0.0   0.0
2.2200E10     0.0000E00    4.9300E-14   0.0000E00 0.0   0.0
2.2200E10     0.0000E00    9.7600E-14   0.0000E00 0.0   0.0
2.2000E10     0.0000E00    1.0600E-13   0.0000E00 0.0   0.0
1.5100E10     0.0000E00    9.6400E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    7.9500E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    6.7500E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    7.8000E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    5.1700E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    4.1300E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    4.5600E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    6.8800E-15   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    6.4600E-15   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    4.9800E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    4.0200E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    3.7000E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    8.3600E-15   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    5.9900E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    5.5100E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    8.3400E-15   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    5.8900E-14   0.0000E00 0.0   0.0
